,review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,review_score_classific,sentimento
6539,d309f814b7a5800e12fb75908a5c0d57,9bd2751f058566408b3584868d9e0c2d,5,,"Vendedor targaryen, gostei muito de transacionar com a empresa. stark também, sempre muito correto.",2018-02-10 00:00:00,2018-02-10 21:30:06,Ótimo,positivo
6540,8ca71915bddcfa5879516b3c660c999b,0d88c1807ea23596e9a3222c2aad549d,1,,"No pacote que me foi enviado, encontrei apenas um dos 2 aparelhos encomendados e, ainda assim, com defeitos pois não funcionou, provavelmente por defeitos.",2018-02-16 00:00:00,2018-02-16 18:06:31,Péssimo,negativo
6542,5ae4cba602ba7f01d7a3f4fa3dff9ed2,64b474e9995eb9740db3190013984b6b,5,,Adorei o produto e no o prazo da entrega ecxelente👍👍,2017-08-11 00:00:00,2017-08-14 17:26:56,Ótimo,positivo
6544,2ba1d6d667ae4cf94d6ad931170f79e1,f7e9f0f0c92fa9d46dc73e8f6d28ab96,2,,Descosturou logo que abri o pacote,2017-11-23 00:00:00,2017-11-26 19:31:47,Abixo da média,negativo
6545,e04956abe753e1fb392b5ea164806181,c1884aecda51600a6dcb16b487464fdd,1,,"Recebi outro produto, em vez do que eu pedi.",2017-03-26 00:00:00,2017-03-27 16:38:53,Péssimo,negativo
6547,9ac323fe5a32b2d1f0f0159c5ae42a67,03e53a3c2ea313a49e89aee8f8c44970,5,,O produto até agora não fez efeito espero que faça nos próximos dias,2017-07-01 00:00:00,2017-07-02 00:36:22,Ótimo,positivo
6548,163eb20d4f69292af58e1cc0eaef01a1,6ef662a8188539a6881080ef916fddf0,4,Aprovado,"Tesouras afiadas em perfeito estado , design bonito e super faceis de manusear ",2018-06-03 00:00:00,2018-06-05 21:10:56,Acima da média,positivo
6550,902a63792a8dba86b26ffb48f86ed467,707c884622a611c1c2c7b247c01f0121,5,Super recomendo,O melhor material que já usei,2018-07-14 00:00:00,2018-07-15 01:44:43,Ótimo,positivo
6552,29b8e6fcdd7c220ad5e1a7fb645e9343,52bf28ebedb0f11a3ba0efec670acd4e,5,,"recebi dentro do prazo previsto, muito bom",2018-04-20 00:00:00,2018-04-23 15:16:49,Ótimo,positivo
6556,c92bb5ae7ac1487097e9d330d4e972c7,f7c5c5ff5045e13c98901bbbf8e871d4,5,,ótimo vendedor,2017-08-08 00:00:00,2017-08-11 10:54:28,Ótimo,positivo
6559,2008bdf4c9a947f47b7a01da4693e4ae,236636425340d1fcd5ba19f6b9a38319,1,,"A caixa estava violada, o trocador estava sujo nas extremidades, assim como dois pés da banheira e a mangueira estava presa com fita crepe. Minha impressão é que o produto estava no mostruário.",2017-06-10 00:00:00,2017-06-11 13:14:37,Péssimo,negativo
6562,6dfb0bef682d6dd4643aa5b5ae3432e4,55b6cfcdaae4a8dc9629850dc635995d,5,,Chegou antes do prazo.,2017-08-17 00:00:00,2017-08-18 03:07:01,Ótimo,positivo
6563,75d3d43ed792cf06af10af6fa42d2251,dade660d65ac835c39909f69a15baeab,4,Loja Séria Entregador 👎,"Loja correta, séria. Entregador não respeitou prazo por causa da greve, mais não somente...precisei reclamar para acelerar a entrega. Loja = ok, produto = ok, entrega...👎👎👎👎",2018-06-20 00:00:00,2018-06-23 20:09:45,Acima da média,positivo
6565,6b3ad1d6ef469c2cfe826f1abb8e4714,ee814067b8f3badaf5625948bc89076d,3,,"Adorei minha frigideira, grande e resistente do jeito que eu queria,recomendo. A data prevista era p 26/05 e chegou 16/05 muito bom.",2017-05-17 00:00:00,2017-05-18 11:08:31,Na média,neutro
6566,dd6cd6fa1930598a817ee957215db00d,d3eb95a405998c3aebc7350f2273bc24,5,,Ótimo produto,2017-12-29 00:00:00,2018-01-02 17:00:22,Ótimo,positivo
6568,0b222769884e6b028db6293cb53c8775,25f18499b3e850741c120ec6c11fb49a,3,,O prazo da entrega era grande e caro... Agora atrasar a entrega foi a primeira vez. 👎,2018-03-23 00:00:00,2018-03-25 11:20:40,Na média,neutro
6570,aed38a2c5cc4f1e9d707556d60db0289,00a690becda145533fa5a54daa7b6ad5,5,,fiquei muito satisfeita o produto e bom excelente qualidade ... ficou lindo no quarto de meu filho .,2018-04-25 00:00:00,2018-05-01 14:56:03,Ótimo,positivo
6572,f851d2ce1b136c60a43a8226f6bb7030,5599a0eebfc7ecac5cffa25fe2d57e47,5,,se precisar voltarei sim a comprar,2017-11-10 00:00:00,2017-11-11 09:26:26,Ótimo,positivo
6576,4afe282231340c2f7641439c776d4d7b,e112dc2744c9e024795bee7be6ff73de,5,Excelente,Ótimo produto,2018-07-10 00:00:00,2018-07-15 21:41:44,Ótimo,positivo
6577,2e2a567b12046559443da7ead16b66cb,837d1f8cf82a0c97441b80b64d287b94,3,,comprei tres produtos e so chegou dois na minha casa ,2018-04-04 00:00:00,2018-04-05 11:29:18,Na média,neutro
6578,5d0915e582f5c74ae4e0c54ac8df47b4,4d2c3fb1909604d5f9474e4675971ef2,2,,"Comprei 4 kits de saquinhos para sapatos (cada kit contendo 10 unidadess) e no dia 15/02/17 só chegou apenas 1 KIT! Liguei para o correio, eles disseram que não era com eles.E vcs nao resolveram tb",2017-02-16 00:00:00,2017-02-19 12:27:49,Abixo da média,negativo
6579,5cc24748f724a23e2d574b2b7288c6bd,b4b23a5f1e3af0a90cce47b18af0e612,1,,Ainda não recebi este item ,2018-01-30 00:00:00,2018-01-31 09:54:23,Péssimo,negativo
6580,29ceda25c8d305a2b52e74669d4441b9,7441d0f70c52613e4e761304a7d2be9a,3,,sem maiores problemas,2018-02-17 00:00:00,2018-02-19 21:23:38,Na média,neutro
6581,f2541e291be844c53637cb14c3718dd8,4bd891688089fefa2a88b0c0da2ce5d2,5,,Super recomendo...produto ótimo e lindo...chegou muito antes do prazo. ,2018-07-04 00:00:00,2018-07-05 09:42:22,Ótimo,positivo
6584,22c2564ea001236505a21acb359ab787,b669dc3736aa7bf3f5f181f9f460dde5,5,Recebi o produto antes do,Otimo,2018-08-30 00:00:00,2018-08-30 23:58:11,Ótimo,positivo
6585,a53ff6f163d0244869e24916c34fc157,454c3851ea6ca1eaa09fd44d2502aac0,1,Saia de cama ,Não gostei do produto. Muito ruim o tecido ,2018-08-09 00:00:00,2018-08-10 05:54:39,Péssimo,negativo
6586,ecada8df725d0e24cada06f01139934b,bfd5957bdfbc86a1882ee0dfa7a36a47,5,,Produto entregue antes do prazo máximo. Bem embalado.,2018-02-08 00:00:00,2018-02-10 21:36:48,Ótimo,positivo
6587,493f5df8e9895a19644f302ceb1ffa07,f7b96bbcf705300fbb449595521d470e,4,,Produto entregue dentro do prazo com preço acessível e boa qualidade. Parabéns Loja targaryen e lannister.com,2017-09-26 00:00:00,2017-09-27 12:37:00,Acima da média,positivo
6589,0157cbf2ad5add2ac0c1cbe36ec903d0,3613892d0bff9156e733d4f86a1cd12b,4,excelente produto,produto muito bom...conforme o esperado,2018-05-05 00:00:00,2018-05-09 17:17:18,Acima da média,positivo
6595,2a4ac3b21541664489d4cf92662ea612,66e7b21711a5ac0d6b6a5f60e4c79a75,1,,"um simples produto, encontrado em qualquer esquina, já se passaram 30 dias e não foi entregue",2017-12-24 00:00:00,2017-12-26 23:53:39,Péssimo,negativo
6599,7a5ca9ffa2b28565fec6fb9dd7f5a44e,f006810a786871fd371a14d0370e88b1,5,,"Gostei do kit, acho interessante fazer outros kit's da mesma marca com outros produtos, assim poderei analisar os kit's para ter sempre o produto em casa evitando assim gastos com o fretes. ",2017-03-31 00:00:00,2017-04-01 00:43:08,Ótimo,positivo
6600,647a5c7d693aedb5ce12f3c5e5ec9095,745e2506fb647deca4669e1c88ce9783,1,,"boa noite, havia feito 3 encomendas, 3 Cortinas Voil Cinza 3,00x2,80 Forro Microfibra Ilhós Cromado e 1 Cortina Microfibra Cinza 3,00x2,80 Com Ilhós Cromados, e veio apenas de microfibra.",2018-02-01 00:00:00,2018-02-01 21:10:55,Péssimo,negativo
6602,05818228128378bfeac28ea1d734d215,0de4d39666b134214c03a51f7d1eba45,5,Ótimo ,Produto ótimo ,2018-05-05 00:00:00,2018-05-05 23:39:13,Ótimo,positivo
6603,a3dbd8009b8d2ee5dd2bf19a507266da,992f50775eaa601afc5dd66faedd9703,5,,Super iuuupi,2017-12-06 00:00:00,2017-12-07 00:38:23,Ótimo,positivo
6607,4306b6f2759509ea874d3501f48e6255,c71168b3286e7c26a34e005edb6a63e8,5,,"O produto é excelente, muito resistente e atendeu as minhas expectativas. Sou cliente há anos do baratheon porque é super confiável e as Mercadorias sempre chegam antes do prazo, super recomendo!!!!",2017-07-25 00:00:00,2017-07-30 18:19:50,Ótimo,positivo
6608,f51a5d398f2374cb21257cc26a2ee01a,dcbec508f4fc195063833b2054995d32,1,6,Eu não tenho notícias do pedido anos do se e o correio da minha cidade,2018-05-02 00:00:00,2018-05-02 11:17:26,Péssimo,negativo
6611,fac050e468382a07907d535b8b5ecf66,b27ffd98b450ba9120b7ebd8d6bb75db,5,Muito satisfeito!,A entrega foi extremamente rápida e o produto é excelente. Estou muito satisfeito com a compra.,2018-07-07 00:00:00,2018-07-09 22:27:37,Ótimo,positivo
6618,e0a483be746130a396577c583f03bc06,334f482925d3aa622ddc1f0766af4736,5,Maravilhoso,Banquinho de ótima qualidade.. Adorei,2018-08-07 00:00:00,2018-08-09 15:44:07,Ótimo,positivo
6622,05dde5cfdd635bff14d84de9225812a7,e19633c5f388df807021cded7372d3bc,1,,"Recebi pulseira árvore dá vida vendida por Coçar Brasil com total defeito, sem galhos ,com furos , círculo amassado 
Já reclamei muito e não há qualquer resposta
Peço a troca pelo que foi divulgad",2017-04-14 00:00:00,2017-04-15 03:49:33,Péssimo,negativo
6623,6cb3bddc7369e99fc2802d27cd274493,4e36ca9de4b97cb87ff2c474107c28f1,3,,"Olá,

Faltou uma peça, identificada no manual de montagem como B - Hanging Rail. Veio apenas uma. Vocês pode providenciar? Aguardo.",2017-12-05 00:00:00,2017-12-06 10:27:06,Na média,neutro
6624,38320251939be57c87237e3fe93a7552,2fa74b22c65ece27ba1edf1f40354e19,5,,Eu recomendo muito bom ,2017-12-20 00:00:00,2017-12-20 06:58:54,Ótimo,positivo
6627,a773aec55aa5810925ce7900bd339763,7746abd9cd9de029b5abc83ade0304b9,5,Muito satisfeita,"Adorei minha compra, chegou super rápido, recomendo muito a Lojas lannister, minha preferida.",2018-06-28 00:00:00,2018-06-29 02:26:50,Ótimo,positivo
6628,d53b72846679fd4e85bb4b619f443a01,b2e34c92ddedf5ecaa982b0736bffd56,4,Ótimo ,Muito bom,2018-06-05 00:00:00,2018-06-07 19:32:54,Acima da média,positivo
6630,9108b0dce0a27b975cbdd5cad3464c73,10670df5f8bf4bf17a02524ee39b5b0b,5,"Muito bom, recomendo! ",Custo beneficio ótimo ,2018-06-20 00:00:00,2018-06-20 21:28:02,Ótimo,positivo
6632,8212724229caea865a16272b9da29d71,db986cb6dd75db5b02034f98fd00cf7d,5,,entrega antes do previsto. muito bom. parabéns,2017-03-05 00:00:00,2017-03-07 21:36:22,Ótimo,positivo
6634,8423a98ad53c696c52aad7bb72200fb1,12a72e49c959db8d7552036e53a67f49,4,,gostei,2018-08-10 00:00:00,2018-08-28 21:20:49,Acima da média,positivo
6636,a10cda210b8d5c189d0de6a400cb0e54,cca4026695c4b2f280bc099e58601c71,5,,"GOSTEI DE COMPRAR O PRODUTO É BOM VEIO NO PRAZO.
",2018-03-13 00:00:00,2018-03-16 10:09:07,Ótimo,positivo
6637,ffd60a4fcda4d97484df9ff62d65303b,954cca2a7fe6e627321fc51e16f2d043,5,,"Chegou tudo direitinho bem embalado para não quebrar.
Muito obrigada",2017-09-19 00:00:00,2017-09-22 00:33:24,Ótimo,positivo
6640,1a6763b35ea712ac4530a70a61898a6c,8125fe0b0c7e59423a24402d9cb3ad85,1,,Não recebi a mercadoria...ESTÁ MUITO ATRASADA A ENTREGA...,2018-02-23 00:00:00,2018-02-26 00:11:17,Péssimo,negativo
6645,af2d626a5f8a8663f860e3d277075ae5,9de93c000ca70a1ffac63cefe715bdf2,5,,Muito bom ,2017-03-15 00:00:00,2017-03-16 10:31:31,Ótimo,positivo
6647,fb1bbcb5d14a17d51b0d4842727ecec0,5d073530ec28aa4104bb37b6c4b1a22b,3,,"O produto chegou com a caixa toda amassada!
Muito amassada mesmo.. nenhum cuidado com o produto!",2018-02-02 00:00:00,2018-02-03 09:21:45,Na média,neutro
6650,2ac0bf20f2713e8bea7c82728cbaabf5,7dad3e4c9e11293ca4d3722f21378aca,2,,"A entrega está demorada (20 dias), comprei 2 produtos e mandaram separado, só recebi 1 deles até agora. Não consigo saber quando irei e se irei receber meu Whey pq os Correios já deram baixa no código",2018-01-27 00:00:00,2018-01-28 11:52:56,Abixo da média,negativo
6653,c987fd39540c7ff14d6a874ee46c507b,8a6871df7fc00fc959c5bcfc7160bb29,3,,Quanto tempo dura a bateria ,2017-08-31 00:00:00,2017-09-01 01:41:51,Na média,neutro
6658,c94c201b260a0431ea8eb39327908feb,85e425a944864c82f7b772da2ac0e2d4,5,,excelente,2017-11-28 00:00:00,2017-11-29 10:04:16,Ótimo,positivo
6660,7baacd466a046bb84d5d05fcaaa8c0e3,2ff28727dd7a3cbb51cf9b8053a7103a,5,Excelente serviço!,"Chegou antes do prazo, muito bem embalado em perfeita condições.",2018-07-08 00:00:00,2018-07-11 10:34:53,Ótimo,positivo
6661,dcba8aa29924570e35854e34f82caa38,cf14f34423154c055c6677b22cbfbf68,2,Veio so um,Eu comprei 2unidade veio só uma estou aguardando o outro! ,2018-06-15 00:00:00,2018-06-17 12:26:15,Abixo da média,negativo
6663,4d7186c813893e9337575dfeedadf173,e62907b8603f88422352b8499461d59b,1,Produto com defeito,"Bom dia recebi o produto mas ao usar percebi que está com defeito nas lâminas, estão desalinhados e o pente montado torto como faço para trocar?",2018-04-29 00:00:00,2018-04-30 13:37:41,Péssimo,negativo
6665,6849f7723dc9e2decae40cd28a27f031,fd117d65267f58ad33d914a3cc317543,5,,"perfeito porque é bem feito e com matéria prima de primeira, adoreu",2018-03-24 00:00:00,2018-03-24 20:36:06,Ótimo,positivo
6666,cebebf888332f2a9e7f3fc918acc153f,a10ef4b2a1227735d11f3a48a5f5f4b5,5,Muito bom!,Muito bom! Foi entregue entes do prazo.,2018-08-29 00:00:00,2018-08-30 10:37:44,Ótimo,positivo
6669,d8a7f8865aae4323034ef043d37d3c79,0c3edd1850a593f62fea844191a4424c,5,,Kit bolsas lindas gostei muito!!,2018-01-04 00:00:00,2018-01-05 11:46:13,Ótimo,positivo
6677,27ca0b449653ec0043817170dacae13a,80188fc06b9703f7d2f6f5fac4e11984,3,,"O produto é extremamente frágil e não consegui posicionar ele, ficou inutilizado aqui em casa",2017-05-09 00:00:00,2017-05-10 18:56:13,Na média,neutro
6678,004344f0a4dd3cdffce1eb7910e47539,810c6a01f9a077313109b64e36165ecb,5,,"Como da imagem, entrega super rápido, bem mais bonito do que imaginei, custo benefício ótimo.",2018-04-06 00:00:00,2018-04-07 15:57:53,Ótimo,positivo
6682,a72a99a64cbebe9251c9848586521329,0b88df5bf12a6df08bf27d7db86e4ab6,2,,"A capa veio ok, mas a película de vidro veio errada.... Menor.... ",2018-04-20 00:00:00,2018-04-20 08:58:51,Abixo da média,negativo
6684,c3e8cd83117a3b560a2f191dc07bc07e,835dcecf534791041554b984434d72a0,5,"Aprovadíssimo, recomendo!","Nunca recebi uma encomenda tão rápido assim, o produto chegou perfeito do jeito que eu queria e super rápido.",2018-05-17 00:00:00,2018-05-22 20:29:32,Ótimo,positivo
6685,4b5260eda7b2d9d08fd6f356996fbcbe,be035da013bb467f707ecc6bbf8575c1,5,,"Muito boa. bom
",2018-01-25 00:00:00,2018-01-26 03:07:45,Ótimo,positivo
6686,05219ef8d65444fbc05e8400bb55a7c3,becde0f445f588a3118a3c12bf1bef9a,5,Controle remoto,Funciona perfeitamente,2018-05-25 00:00:00,2018-05-25 21:23:02,Ótimo,positivo
6689,bf1303961546e3abef19381259862e7e,b6cd84e6c9328ed77a9e0401e661eeb8,5,,Boa loja,2017-05-18 00:00:00,2017-05-19 01:53:35,Ótimo,positivo
6694,0e3a2d8f581a76e6cd27eaeacc23a4e3,766033ca0a01f26b46dfccd2ee59cf9c,4,,"Boa compra
Recebi os produtos no prazo
",2018-07-11 00:00:00,2018-07-11 17:25:27,Acima da média,positivo
6695,ca7ca19bce6595f67e21aebe7c1f735f,dc0d27ec49c399d19c810f94cd9d322c,4,,"Deixou a desejar que a escrivaninha não veio c/ parafusos p/ colocar a tampa, tem apenas p/ os cavaletes.O fabricante tem q enviar todos os itens que o produto precisa para ser utilizado corretamente.",2017-10-28 00:00:00,2017-10-31 01:40:27,Acima da média,positivo
6700,fda44869178ded7ac2f6804d40980075,4d680edbaa7d3d9bed69532957368a03,1,Pedido não entregue ,Se não me derem uma posição quanto o meu pedido não entregue terei que tomar minhas providências na justica para sanar meu problema.,2018-08-28 00:00:00,2018-08-30 11:07:07,Péssimo,negativo
6704,cc588946716003944b5e99a5660c802a,a738e9e6770c9eac21287cc96d82dc76,1,,"Fia a compra de 4 jogos de lençóis de cetim, e só recebi 2 jogos!! 
Aguardo contato. Faltaram os jogos na cor vermelha e cobre!! 
Urgência pois são para presentear um amigo em data de casamento! ",2017-08-01 00:00:00,2017-08-02 11:35:57,Péssimo,negativo
6705,7163cbdba1918fea6ae6f1ddd8e43a17,6dc5cd36ae0ca772e70e387e25f032e9,5,,recebi com tres dias foi melhor do que eu esperava.lindo relogio,2018-06-21 00:00:00,2018-06-21 18:02:28,Ótimo,positivo
6706,86ecdb1c61cc0479ca3150564e0d811f,ed3b18e876bbc16bfe330cd934aa0f68,3,,faz um mes que comprei a ate o momento nao recebi toda a mercadoria comprada.,2017-10-04 00:00:00,2017-10-04 13:38:41,Na média,neutro
6707,9f3b6dc40f032123380f6f38c63b63b4,3c69501ebecddb728391d2803da61bc9,2,,"Segundo o Rastreio o produto foi entregue, mas até o momento eu não o recebi.",2018-02-23 00:00:00,2018-02-23 09:44:04,Abixo da média,negativo
6710,82086928618a9dce764aead016232f2d,1ef2710f49fea446b8f10e63aaf121e2,5,,Entrega rápida e produto conforme anunciado.,2018-02-20 00:00:00,2018-02-20 19:22:46,Ótimo,positivo
6714,895ce950bcc9202329e60a3258c294a0,5309697895b2dd99b05c248512f668cc,4,,"Fiz o pedido de duas mulhequeira ,mas até agora só chegou numa , estou aguardando o retorno do pedido, mas o produto de boa qualidade",2017-12-05 00:00:00,2017-12-08 01:41:15,Acima da média,positivo
6715,50e8fafd9347296cc675374e718c93aa,99998ce3d95cbd85b91c471cab8db940,3,,"Recebi antes da data, porém não recomendo o produto por ser de pouca qualidade. ",2018-06-15 00:00:00,2018-06-15 22:20:28,Na média,neutro
6717,018f2a4679e0a7ec165b6f0a490e7b39,99ee8e68cacd5e1b674946811a8e0fec,5,,Recomendo o Site e o produto para todos aqueles que estão pensando em adquirir.,2017-12-13 00:00:00,2017-12-14 16:47:58,Ótimo,positivo
6722,73c7022e9c03489a71ab552179ff464b,4919b841634d8ba6547af2e05ad3ea1b,4,,Chegou no prazo estipulado e produto de boa qualidade eu recomendo ,2017-10-31 00:00:00,2017-11-03 01:41:45,Acima da média,positivo
6725,fda4609971356b4ec1a45a0d8ed0756b,9a5199b42599c11214ac9f95cfb17043,4,Super Recomendo,Super recomendo,2018-08-07 00:00:00,2018-08-10 13:53:31,Acima da média,positivo
6726,c2ef302c0f5efc035e59d54b954c488a,a8d14f53fd00bf5759c0e56f2a0a2d31,4,,"Apesar de ser presente, a minha esposa gostou muito e considerou um produto muito bom de qualidade, veio os 32 pinseis dentro do prazo de entrega. ",2017-08-24 00:00:00,2017-08-25 01:27:28,Acima da média,positivo
6729,9b0f0c4e4203a47f7063599da3eea243,f9973a8e3b13fd415733a5068d58140d,5,Relógio Casio feminino,"Entrega dentro do prazo, tudo certinho!!",2018-05-18 00:00:00,2018-05-20 17:47:49,Ótimo,positivo
6730,54c9762711808a04ae39b9c648c1c29c,7d7802f0d69dc1e8aca3e936dee50912,3,,ENTREGA RAPIDA E OTIMO PRODUTO!,2018-04-14 00:00:00,2018-04-16 14:50:00,Na média,neutro
6731,adfa01cede125a9c90e9dcd63d71cbc5,3b5066af438aa1723c4e22290fe8dabd,1,,Comprei 02 rolos tecrbi 01.,2017-08-13 00:00:00,2017-08-17 08:06:35,Péssimo,negativo
6734,0b704d8a4b2dbcc480390072e5819f62,5e8632a278dbe421d1c5d75e542dfffb,5,,"2° vez que compro e recomendo de muita qualidade, só quem usa ou já usou sabe disso.",2017-08-11 00:00:00,2017-08-11 15:26:55,Ótimo,positivo
6742,35771f30f806e6c813693c8ce39757e1,643fa404d2dac7349a17416c2d2abf42,5,,adoro fazer comprar pelo sai-te ,2017-04-01 00:00:00,2017-04-04 17:08:35,Ótimo,positivo
6750,f4e937998e7a06e8dcf7fd5b7dd570e7,25f0e2e1bdd2acf4c251364f1f6b4c0d,5,10,Bom recomendo,2018-07-27 00:00:00,2018-07-27 22:35:57,Ótimo,positivo
6753,88c08fbfdb50031dfa4cff65bad45592,debf5eca5bc6420c20d46ad2ea4b5652,5,,Produto entregue antes do prazo! DHEA correspondente ao anúncio. Recomendo!,2017-06-01 00:00:00,2017-06-01 23:59:58,Ótimo,positivo
6755,212a87af442f07f315eb8937c986ef92,b5da536992b01709ece25ec74fbd0ebc,5,,"Sem problemas na execução do pedido, satisfação. ",2018-02-08 00:00:00,2018-02-11 19:13:46,Ótimo,positivo
6757,79d76926e7e1ddd4ebdcd79ec83c74fa,ed04b75d1e0aabba1830432d54c2396b,1,,Bom,2018-03-30 00:00:00,2018-03-30 09:08:55,Péssimo,negativo
6758,b5f630abc7077f12aa1b648a0a0afc91,cac853d40d32850dba1ccff2c9f17269,1,,qro receber meu produto,2018-03-17 00:00:00,2018-03-20 16:23:01,Péssimo,negativo
6761,940b44b476d684f3b0912fe6f90b77c1,48a2f7e1d2c08321278f947050d5a1d4,3,,"Bom, recebi o produto de forma incompleta, veio faltando o urso mini , apesar dele constar na nota fiscal recebida. No entanto, recomendo a loja, pois sei que foi uma falha que pode ser corrigida. ",2018-01-20 00:00:00,2018-01-21 00:05:51,Na média,neutro
6764,f2a530d02136d2d9bc8cce42be047699,f15eda4eee582fbfebc330748f24e208,1,Faltando produto ,"Foi entregue somente a capa do celular, faltando a película que foi comprada juntamente com a capa. ",2018-07-13 00:00:00,2018-07-13 22:26:25,Péssimo,negativo
6765,e95fc6dfb926dfc181671918bf86aa57,c6e58a4e75b2a0b6fa62f0547a3cc759,5,,Otima loja para compras on line,2017-03-11 00:00:00,2017-03-12 11:49:47,Ótimo,positivo
6766,bdd8360ef1544e4141507408bc9c5228,2955100a3a62bfef50d22b0cbe150f0d,4,,adorei obrigado,2017-07-19 00:00:00,2017-08-03 15:47:41,Acima da média,positivo
6767,f3fb1fb13642b1d873f8d944952497b0,3ea870dceaaf86d0d1f024d34139d5a5,5,,Ainda não utilizei as embalagens to aguardando a máquina chegar,2017-02-10 00:00:00,2017-02-11 00:49:45,Ótimo,positivo
6768,9190e6754710d977b6bc3185688e3ffe,7d7bf3ee337c36ce012762da5f28f53a,1,,"Um absurdo um cliente se sujeitar a um prazo de entrega demasiadamente prolongado e ainda assim, não receber o produto.",2016-12-03 00:00:00,2016-12-06 14:46:16,Péssimo,negativo
